State,School district,LEAID,"Total number of  grade 8 students",Number of grade 8 students enrolled in Algebra I,Percentage of grade 8 students enrolled in Algebra I 
NJ,LEONIA PUBLIC SCHOOL DISTRICT,3408520,188,64,34.04255319
NJ,LINCOLN PARK SCHOOL DISTRICT,3408580,110,49,44.54545455
NJ,LINDEN PUBLIC SCHOOL DISTRICT,3408610,399,146,36.5914787
NJ,LINDENWOLD PUBLIC SCHOOL DISTRICT,3408640,158,30,18.98734177
NJ,LINWOOD CITY SCHOOL DISTRICT,3408670,99,38,38.38383838
NJ,LITTLE FALLS TOWNSHIP PUBLIC SCHOOL DISTRICT,3408730,101,0,0
NJ,LITTLE FERRY PUBLIC SCHOOL DISTRICT,3408760,117,38,32.47863248
NJ,LITTLE SILVER BORO SCHOOL DISTRICT,3408790,112,39,34.82142857
NJ,LIVINGSTON BOARD OF EDUCATION SCHOOL DISTRICT,3408820,484,230,47.52066116
NJ,LODI SCHOOL DISTRICT,3408850,234,38,16.23931624
NJ,LOGAN TOWNSHIP SCHOOL DISTRICT,3408880,86,30,34.88372093
NJ,LONG BRANCH PUBLIC SCHOOL DISTRICT,3408940,353,49,13.88101983
NJ,LOPATCONG TOWNSHIP SCHOOL DISTRICT,3409000,100,50,50
NJ,THE LOWER ALLOWAYS CREEK SCHOOL DISTRICT,3409030,18,0,0
NJ,LOWER CAPE MAY REGIONAL SCHOOL DISTRICT,3409090,264,56,21.21212121
NJ,PENNSVILLE PUBLIC SCHOOL DISTRICT,3409120,144,41,28.47222222
NJ,LUMBERTON TOWNSHIP BOARD OF EDUCATION,3409180,165,0,0
NJ,LYNDHURST SCHOOL DISTRICT,3409210,191,89,46.59685864
NJ,MADISON PUBLIC SCHOOL DISTRICT,3409240,185,114,61.62162162
NJ,OLD BRIDGE TOWNSHIP SCHOOL DISTRICT,3409270,695,73,10.50359712
NJ,MAGNOLIA SCHOOL DISTRICT,3409300,40,16,40
NJ,MAHWAH TOWNSHIP PUBLIC SCHOOL DISTRICT,3409330,262,55,20.99236641
NJ,MANALAPAN-ENGLISHTOWN REGIONAL SCHOOLS SCHOOL DISTRICT,3409390,635,187,29.4488189
NJ,MANASQUAN SCHOOL DISTRICT,3409420,73,35,47.94520548
NJ,MANCHESTER TOWNSHIP SCHOOL DISTRICT,3409450,225,51,22.66666667
NJ,MANNINGTON TOWNSHIP SCHOOL DISTRICT,3409480,23,0,0
NJ,NORTH WARREN REGIONAL SCHOOL DISTRICT,3409550,155,35,22.58064516
NJ,MANVILLE BOARD OF EDUCATION,3409630,113,34,30.08849558
NJ,MAPLE SHADE SCHOOL DISTRICT,3409660,134,49,36.56716418
NJ,MARGATE CITY SCHOOL DISTRICT,3409690,57,16,28.07017544
NJ,MARLBORO TOWNSHIP SCHOOL DISTRICT,3409720,691,0,0
NJ,MATAWAN-ABERDEEN REGIONAL SCHOOL DISTRICT,3409750,279,46,16.4874552
NJ,MAURICE RIVER TOWNSHIP SCHOOL DISTRICT,3409780,40,23,57.5
NJ,MAYWOOD SCHOOL DISTRICT,3409810,94,20,21.27659574
NJ,MEDFORD LAKES SCHOOL DISTRICT,3409840,57,7,12.28070175
NJ,MEDFORD TOWNSHIP SCHOOL DISTRICT,3409870,323,110,34.05572755
NJ,MENDHAM BOROUGH SCHOOL DISTRICT,3409900,86,71,82.55813953
NJ,MENDHAM TOWNSHIP SCHOOL DISTRICT,3409930,102,58,56.8627451
NJ,MERCHANTVILLE SCHOOL DISTRICT,3409960,35,24,68.57142857
NJ,METUCHEN PUBLIC SCHOOL DISTRICT,3409990,182,94,51.64835165
NJ,MIDDLE TOWNSHIP PUBLIC SCHOOL DISTRICT,3410020,177,27,15.25423729
NJ,MIDDLESEX BOROUGH SCHOOL DISTRICT,3410050,151,35,23.17880795
NJ,MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,3410110,784,275,35.07653061
NJ,MIDLAND PARK SCHOOL DISTRICT,3410140,75,0,0
NJ,MILFORD BOROUGH SCHOOL DISTRICT,3410170,13,6,46.15384615
NJ,MILLBURN TOWNSHIP SCHOOLS,3410200,385,218,56.62337662
NJ,MILLSTONE TOWNSHIP SCHOOL DISTRICT,3410230,204,39,19.11764706
NJ,MILLTOWN SCHOOL DISTRICT,3410290,70,64,91.42857143
NJ,MILLVILLE  SCHOOL DISTRICT,3410320,345,38,11.01449275
NJ,MONMOUTH BEACH ELEMENTARY SCHOOL DISTRICT,3410380,30,16,53.33333333
NJ,MONROE TOWNSHIP PUBLIC SCHOOL DISTRICT,3410470,487,113,23.20328542
NJ,MONROE TOWNSHIP SCHOOL DISTRICT,3410500,497,155,31.18712274
NJ,MONTCLAIR PUBLIC SCHOOLS,3410560,206,193,93.68932039
NJ,MONTGOMERY TOWNSHIP SCHOOL DISTRICT,3410590,405,246,60.74074074
NJ,MONTVALE BOARD OF EDUCATION SCHOOL DISTRICT,3410620,118,32,27.11864407
NJ,MONTVILLE TOWNSHIP SCHOOL DISTRICT,3410650,319,133,41.69278997
NJ,MOONACHIE SCHOOL DISTRICT,3410680,24,12,50
NJ,MOORESTOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,3410710,307,132,42.99674267
NJ,MORRIS PLAINS SCHOOL DISTRICT,3410770,70,51,72.85714286
NJ,MORRIS SCHOOL DISTRICT,3410810,369,148,40.10840108
NJ,MOUNT ARLINGTON PUBLIC SCHOOL DISTRICT,3410860,41,22,53.65853659
NJ,MT. EPHRAIM SCHOOL DISTRICT,3410890,45,13,28.88888889
NJ,MOUNT HOLLY TOWNSHIP PUBLIC SCHOOL DISTRICT,3410920,103,26,25.24271845
NJ,MOUNT LAUREL TOWNSHIP SCHOOL DISTRICT,3410950,475,107,22.52631579
NJ,MOUNTAIN LAKES PUBLIC SCHOOL DISTRICT,3411010,98,53,54.08163265
NJ,MOUNTAINSIDE SCHOOL DISTRICT,3411040,95,22,23.15789474
NJ,MULLICA TOWNSHIP SCHOOL DISTRICT,3411070,79,15,18.98734177
NJ,NEPTUNE CITY SCHOOL DISTRICT,3411130,39,10,25.64102564
NJ,NEPTUNE TOWNSHIP SCHOOL DISTRICT,3411160,254,51,20.07874016
NJ,NETCONG SCHOOL DISTRICT,3411190,25,7,28
NJ,NEW BRUNSWICK SCHOOL DISTRICT,3411220,521,16,3.071017274
NJ,NEW HANOVER TOWNSHIP,3411250,20,0,0
NJ,NEW MILFORD PUBLIC SCHOOL DISTRICT,3411280,157,45,28.66242038
NJ,NEW PROVIDENCE BOARD OF EDUCATION,3411310,181,21,11.60220994
NJ,NEWARK PUBLIC SCHOOL DISTRICT,3411340,2405,97,4.033264033
NJ,NEWTON PUBLIC SCHOOL DISTRICT,3411400,77,9,11.68831169
NJ,NORTH ARLINGTON SCHOOL DISTRICT,3411430,121,98,80.99173554
NJ,NORTH BERGEN SCHOOL DISTRICT,3411460,564,74,13.12056738
NJ,NORTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,3411490,432,165,38.19444444
NJ,NORTH HALEDON SCHOOL DISTRICT,3411550,82,17,20.73170732
NJ,NORTH PLAINFIELD SCHOOL DISTRICT,3411640,214,31,14.48598131
NJ,NORTH WILDWOOD SCHOOL DISTRICT,3411670,33,0,0
NJ,NORTHERN BURLINGTON COUNTY REGIONAL SCHOOL DISTRICT,3411700,385,139,36.1038961
NJ,NORTHERN VALLEY REGIONAL HIGH SCHOOL DISTRICT,3411760,1,0,0
NJ,NORTHFIELD CITY SCHOOL DISTRICT,3411790,105,51,48.57142857
NJ,NORTHVALE PUBLIC SCHOOL DISTRICT,3411820,84,22,26.19047619
NJ,NORWOOD PUBLIC SCHOOL DISTRICT,3411850,51,33,64.70588235
NJ,NUTLEY PUBLIC SCHOOL DISTRICT,3411880,295,54,18.30508475
NJ,OAKLAND PUBLIC SCHOOL DISTRICT,3411910,196,38,19.3877551
NJ,OAKLYN PUBLIC SCHOOL DISTRICT,3411940,33,19,57.57575758
NJ,OCEAN CITY SCHOOL DISTRICT,3411970,92,53,57.60869565
NJ,TOWNSHIP OF OCEAN SCHOOL DISTRICT,3412060,268,57,21.26865672
NJ,OCEANPORT SCHOOL DISTRICT,3412120,67,0,0
NJ,OGDENSBURG BOROUGH SCHOOL DISTRICT,3412150,19,18,94.73684211
NJ,OLD TAPPAN PUBLIC SCHOOL DISTRICT,3412180,102,38,37.25490196
NJ,OLDMANS TOWNSHIP SCHOOL DISTRICT,3412210,29,25,86.20689655
NJ,RIVER DELL REGIONAL SCHOOL DISTRICT,3412260,287,85,29.61672474
NJ,ORANGE BOARD OF EDUCATION,3412270,339,47,13.86430678
NJ,OXFORD TOWNSHIP SCHOOL DISTRICT,3412300,33,23,69.6969697
NJ,PALISADES PARK SCHOOL DISTRICT,3412360,123,21,17.07317073
NJ,PALMYRA PUBLIC SCHOOL DISTRICT,3412390,48,9,18.75
NJ,PARAMUS PUBLIC SCHOOL DISTRICT,3412420,311,88,28.29581994
NJ,PARK RIDGE SCHOOL DISTRICT,3412450,86,80,93.02325581
NJ,PARSIPPANY-TROY HILLS TOWNSHIP SCHOOL DISTRICT,3412480,548,184,33.57664234
NJ,PASSAIC CITY SCHOOL DISTRICT,3412540,789,657,83.26996198
NJ,LONG HILL TOWNSHIP SCHOOL DISTRICT,3412660,113,73,64.60176991
NJ,PATERSON PUBLIC SCHOOL DISTRICT,3412690,1780,409,22.97752809
NJ,PAULSBORO SCHOOL DISTRICT,3412720,61,26,42.62295082
NJ,PEMBERTON TOWNSHIP SCHOOLS,3412810,309,103,33.33333333
NJ,PENNS GROVE-CARNEYS POINT REGIONAL SCHOOL DISTRICT,3412840,141,0,0
NJ,PENNSAUKEN TOWNSHIP BOARD OF EDUCATION SCHOOL DISTRICT,3412870,326,53,16.25766871
NJ,PEQUANNOCK TOWNSHIP SCHOOL DISTRICT,3412900,173,61,35.26011561
NJ,PERTH AMBOY PUBLIC SCHOOL DISTRICT,3412930,696,108,15.51724138
NJ,PHILLIPSBURG SCHOOL DISTRICT,3412960,174,47,27.01149425
NJ,PINE HILL SCHOOL DISTRICT,3412990,104,21,20.19230769
NJ,PINELANDS REGIONAL SCHOOL DISTRICT,3413000,221,68,30.76923077
NJ,PISCATAWAY TOWNSHIP SCHOOL DISTRICT,3413050,530,268,50.56603774
NJ,PITMAN BORO SCHOOL DISTRICT,3413080,112,42,37.5
NJ,PITTSGROVE TOWNSHIP SCHOOL DISTRICT,3413110,133,49,36.84210526
NJ,PLAINFIELD PUBLIC SCHOOLS,3413140,450,22,4.888888889
NJ,PLEASANTVILLE PUBLIC SCHOOL DISTRICT,3413200,238,41,17.22689076
NJ,PLUMSTED TOWNSHIP SCHOOL DISTRICT,3413230,130,38,29.23076923
NJ,POHATCONG TOWNSHIP SCHOOL DISTRICT,3413260,36,8,22.22222222
NJ,POINT PLEASANT BOROUGH SCHOOL DISTRICT,3413290,214,106,49.53271028
NJ,POINT PLEASANT BEACH SCHOOL DISTRICT,3413320,60,21,35
NJ,POMPTON LAKES SCHOOL DISTRICT,3413350,120,48,40
NJ,PORT REPUBLIC SCHOOL DISTRICT,3413380,11,5,45.45454545
NJ,PRINCETON PUBLIC SCHOOLS,3413410,217,149,68.66359447
NJ,PROSPECT PARK PUBLIC SCHOOL DISTRICT,3413470,87,0,0
NJ,QUINTON TOWNSHIP SCHOOL DISTRICT,3413500,30,0,0
NJ,RAHWAY PUBLIC SCHOOL DISTRICT,3413530,269,214,79.55390335
NJ,RAMSEY SCHOOL DISTRICT,3413590,244,115,47.13114754
NJ,RANDOLPH TOWNSHIP SCHOOL DISTRICT,3413650,421,162,38.47980998
NJ,HAZLET TOWNSHIP PUBLIC SCHOOL DISTRICT,3413680,231,84,36.36363636
NJ,READINGTON TOWNSHIP SCHOOL DISTRICT,3413710,225,89,39.55555556
NJ,RED BANK BOROUGH PUBLIC SCHOOL DISTRICT,3413740,97,23,23.71134021
NJ,RIDGEFIELD SCHOOL DISTRICT,3413770,121,27,22.31404959
NJ,RIDGEFIELD PARK SCHOOL DISTRICT,3413800,162,41,25.30864198
NJ,RIDGEWOOD PUBLIC SCHOOL DISTRICT,3413830,456,343,75.21929825
NJ,RINGWOOD SCHOOL DISTRICT,3413860,133,61,45.86466165
NJ,RIVER VALE PUBLIC SCHOOL DISTRICT,3413950,166,64,38.55421687
NJ,RIVERDALE SCHOOL DISTRICT,3413980,32,18,56.25
NJ,RIVERSIDE TOWNSHIP SCHOOL DISTRICT,3414010,88,17,19.31818182
NJ,RIVERTON SCHOOL DISTRICT,3414040,31,10,32.25806452
NJ,ROCHELLE PARK SCHOOL DISTRICT,3414070,52,10,19.23076923
NJ,ROCKAWAY BOROUGH SCHOOL DISTRICT,3414100,64,18,28.125
NJ,ROCKAWAY TOWNSHIP SCHOOL DISTRICT,3414130,295,64,21.69491525
NJ,ROSELLE PUBLIC SCHOOLS,3414280,189,0,0
NJ,ROSELLE PARK PUBLIC SCHOOLS,3414310,167,44,26.34730539
NJ,ROXBURY TOWNSHIP SCHOOL DISTRICT,3414340,261,65,24.90421456
NJ,RUMSON BOROUGH SCHOOL DISTRICT,3414370,108,61,56.48148148
NJ,RUNNEMEDE PUBLIC SCHOOL DISTRICT,3414430,99,26,26.26262626
NJ,RUTHERFORD SCHOOL DISTRICT,3414460,101,101,100
NJ,SADDLE BROOK SCHOOL DISTRICT,3414490,156,40,25.64102564
NJ,SALEM CITY SCHOOL DISTRICT,3414550,57,9,15.78947368
NJ,SAYREVILLE SCHOOL DISTRICT,3414640,447,339,75.83892617
NJ,SCOTCH PLAINS-FANWOOD SCHOOL DISTRICT,3414670,205,201,98.04878049
NJ,SEA GIRT BOROUGH SCHOOL DISTRICT,3414730,16,7,43.75
NJ,SECAUCUS BOARD OF EDUCATION,3414850,175,27,15.42857143
NJ,SHAMONG TOWNSHIP SCHOOL DISTRICT,3414880,96,20,20.83333333
NJ,SHREWSBURY BOROUGH SCHOOL DISTRICT,3414970,63,21,33.33333333
NJ,SOMERDALE SCHOOL DISTRICT,3415000,55,18,32.72727273
NJ,SOMERS POINT SCHOOL DISTRICT,3415030,88,35,39.77272727
NJ,SOMERVILLE PUBLIC SCHOOL DISTRICT,3415090,103,15,14.5631068
NJ,SOUTH AMBOY SCHOOL DISTRICT,3415120,70,18,25.71428571
NJ,SOUTH BOUND BROOK PUBLIC SCHOOLS,3415180,49,0,0
NJ,SOUTH BRUNSWICK SCHOOL DISTRICT,3415210,706,158,22.3796034
NJ,SOUTH HACKENSACK SCHOOL DISTRICT,3415240,22,0,0
NJ,SOUTH ORANGE-MAPLEWOOD SCHOOL DISTRICT,3415330,526,84,15.96958175
NJ,SOUTH PLAINFIELD SCHOOL DISTRICT,3415360,244,87,35.6557377
NJ,SOUTH RIVER PUBLIC SCHOOL DISTRICT,3415390,162,35,21.60493827
NJ,SOUTHAMPTON TOWNSHIP SCHOOL DISTRICT,3415420,75,26,34.66666667
NJ,DELSEA REGIONAL HIGH SCHOOL DISTRICT,3415450,243,85,34.97942387
NJ,SOUTHERN REGIONAL SCHOOL DISTRICT,3415480,424,131,30.89622642
NJ,SPARTA TOWNSHIP PUBLIC SCHOOL DISTRICT,3415510,259,145,55.98455598
NJ,SPOTSWOOD PUBLIC SCHOOL DISTRICT,3415540,109,100,91.74311927
NJ,SPRING LAKE BOROUGH,3415570,20,7,35
NJ,SPRING LAKE HEIGHTS SCHOOL DISTRICT,3415600,38,10,26.31578947
NJ,SPRINGFIELD PUBLIC SCHOOL DISTRICT,3415630,149,124,83.22147651
NJ,STANHOPE SCHOOL DISTRICT,3415720,41,24,58.53658537
NJ,STOW CREEK TOWNSHIP SCHOOL DISTRICT,3415840,9,8,88.88888889
NJ,STRATFORD SCHOOL DISTRICT,3415870,90,27,30
NJ,SUMMIT PUBLIC SCHOOL DISTRICT,3415900,319,240,75.23510972
NJ,SUSSEX-WANTAGE REGIONAL SCHOOL DISTRICT,3415960,112,0,0
NJ,TABERNACLE TOWNSHIP SCHOOL DISTRICT,3416020,97,26,26.80412371
NJ,TEANECK SCHOOL DISTRICT,3416080,245,50,20.40816327
NJ,TENAFLY PUBLIC SCHOOL DISTRICT,3416110,297,276,92.92929293
NJ,TEWKSBURY TOWNSHIP SCHOOL DISTRICT,3416170,85,47,55.29411765
NJ,TINTON FALLS SCHOOL DISTRICT,3416200,148,42,28.37837838
NJ,TOMS RIVER REGIONAL SCHOOL DISTRICT,3416230,1150,308,26.7826087
NJ,TOTOWA PUBLIC SCHOOL DISTRICT,3416260,110,39,35.45454545
NJ,TRENTON PUBLIC SCHOOL DISTRICT,3416290,715,125,17.48251748
NJ,UNION BEACH PUBLIC SCHOOL DISTRICT,3416350,73,19,26.02739726
NJ,UNION CITY SCHOOL DISTRICT,3416380,763,0,0
NJ,UNION COUNTY EDUCATIONAL SERVICES COMMISSION,3416400,5,0,0
NJ,BARNEGAT TOWNSHIP SCHOOL DISTRICT,3416470,226,42,18.5840708
NJ,TOWNSHIP OF UNION PUBLIC SCHOOLS,3416500,540,177,32.77777778
NJ,UPPER DEERFIELD TOWNSHIP SCHOOL DISTRICT,3416530,89,23,25.84269663
NJ,UPPER FREEHOLD REGIONAL SCHOOL DISTRICT,3416560,122,28,22.95081967
NJ,UPPER PITTSGROVE TWP SCOOL DISTRICT,3416590,35,19,54.28571429
NJ,UPPER SADDLE RIVER SCHOOL DISTRICT,3416620,153,95,62.09150327
NJ,UPPER TOWNSHIP SCHOOL DISTRICT,3416650,170,37,21.76470588
NJ,VENTNOR CITY SCHOOL DISTRICT,3416680,84,20,23.80952381
NJ,VERNON TOWNSHIP SCHOOL DISTRICT,3416710,240,66,27.5
NJ,VERONA PUBLIC SCHOOL DISTRICT,3416740,191,49,25.65445026
NJ,VINELAND PUBLIC SCHOOL DISTRICT,3416800,601,136,22.62895175
NJ,VOORHEES TOWNSHIP SCHOOL DISTRICT,3416830,355,128,36.05633803
NJ,WALDWICK SCHOOL DISTRICT,3416860,114,17,14.9122807
NJ,WALL TOWNSHIP PUBLIC SCHOOL DISTRICT,3416890,289,102,35.29411765
NJ,WALLINGTON BORO SCHOOL DISTRICT,3416920,97,48,49.48453608
NJ,WANAQUE SCHOOL DISTRICT,3416950,93,26,27.95698925
NJ,WARREN HILLS REGIONAL SCHOOL DISTRICT,3416970,275,79,28.72727273
NJ,WARREN TOWNSHIP SCHOOL DISTRICT,3416980,218,105,48.16513761
NJ,WASHINGTON TOWNSHIP SCHOOL DISTRICT,3417070,584,166,28.42465753
NJ,ROBBINSVILLE PUBLIC SCHOOLS,3417100,239,111,46.44351464
NJ,WASHINGTON TOWNSHIP SCHOOL DISTRICT,3417130,307,132,42.99674267
NJ,WATCHUNG BOROUGH PUBLIC SCHOOL DISTRICT,3417190,73,53,72.60273973
NJ,WAYNE TOWNSHIP PUBLIC SCHOOL DISTRICT,3417280,623,142,22.7929374
NJ,WEEHAWKEN PUBLIC SCHOOL DISTRICT,3417310,97,41,42.26804124
NJ,WEST DEPTFORD TOWNSHIP SCHOOL DISTRICT,3417430,208,42,20.19230769
NJ,WEST ESSEX REGIONAL SCHOOL DISTRICT,3417460,291,57,19.58762887
NJ,WEST LONG BRANCH SCHOOL DISTRICT,3417490,76,27,35.52631579
NJ,WEST MILFORD TOWNSHIP PUBLIC SCHOOL DISTRICT,3417520,253,71,28.06324111
NJ,WEST NEW YORK BOARD OF EDUCATION,3417580,404,0,0
NJ,WEST ORANGE PUBLIC SCHOOLS,3417610,439,134,30.523918
NJ,WOODLAND PARK SCHOOL DISTRICT,3417640,98,26,26.53061224
NJ,WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT,3417700,736,581,78.94021739
NJ,WESTAMPTON TOWNSHIP PUBLIC SCHOOL DISTRICT,3417730,115,31,26.95652174
NJ,WESTFIELD PUBLIC SCHOOL DISTRICT,3417760,541,294,54.34380776
NJ,WESTWOOD REGIONAL SCHOOL DISTRICT,3417820,217,114,52.53456221
NJ,WEYMOUTH TOWNSHIP SCHOOL DISTRICT,3417850,19,7,36.84210526
NJ,WHARTON BOROUGH SCHOOL DISTRICT,3417880,99,35,35.35353535
NJ,WHITE TOWNSHIP CONSOLIDATED SCHOOL DISTRICT,3417910,36,13,36.11111111
NJ,WILDWOOD CITY SCHOOL DISTRICT,3417940,54,4,7.407407407
NJ,WILDWOOD CREST BOROUGH SCHOOL DISTRICT,3417970,24,10,41.66666667
NJ,WILLINGBORO PUBLIC SCHOOL DISTRICT,3418000,228,51,22.36842105
NJ,WINFIELD TOWNSHIP,3418030,17,6,35.29411765
NJ,WINSLOW TOWNSHIP SCHOOL DISTRICT,3418060,326,58,17.79141104
NJ,WOODBINE SCHOOL DISTRICT,3418090,21,0,0
NJ,WOODBRIDGE TOWNSHIP SCHOOL DISTRICT,3418120,722,304,42.10526316
NJ,WOODBURY CITY PUBLIC SCHOOL DISTRICT,3418150,100,15,15
NJ,WOODCLIFF LAKE SCHOOL DISTRICT,3418210,72,37,51.38888889
NJ,WOODLAND TOWNSHIP BOARD OF EDUCATION,3418240,11,4,36.36363636
NJ,WOOD-RIDGE SCHOOL DISTRICT,3418300,94,36,38.29787234
NJ,WOODSTOWN-PILESGROVE REGIONAL SCHOOL DISTRICT,3418330,105,57,54.28571429
NJ,WYCKOFF TOWNSHIP PUBLIC SCHOOL DISTRICT,3418360,256,109,42.578125
NJ,EDUCATIONAL SERVICES COMMISSION OF NEW JERSEY,3480180,4,0,0
NJ,MERCER COUNTY SPECIAL SERVICES SCHOOL DISTRICT,3480200,7,0,0
NJ,SOMERSET COUNTY EDUCATIONAL SERVICES COMMISSION,3480280,2,0,0
NJ,SUSSEX COUNTY EDUCATIONAL SERVICES COMMISSION SCHOOL DISTRICT,3480320,1,0,0
NJ,HUNTERDON COUNTY EDUCATIONAL SERVICES COMMISSION,3480360,3,0,0
NJ,SALEM COUNTY SPECIAL SERVICES SCHOOL DISTRICT,3480361,4,0,0
NJ,WARREN COUNTY SPECIAL SERVICES SCHOOL DISTRICT,3480362,2,0,0
NJ,GLOUCESTER COUNTY SPECIAL SERVICES SCHOOL DISTRICT,3480363,15,0,0
NM,VAUGHN MUNICIPAL SCHOOLS,3500001,9,0,0
NM,RIO RANCHO PUBLIC SCHOOLS,3500010,1309,321,24.52253629
NM,ALAMOGORDO PUBLIC SCHOOLS,3500030,405,89,21.97530864
NM,ALBUQUERQUE PUBLIC SCHOOLS,3500060,6436,1461,22.70043505
NM,ANIMAS PUBLIC SCHOOLS,3500090,4,0,0
NM,ARTESIA PUBLIC SCHOOLS,3500120,265,109,41.13207547
NM,AZTEC MUNICIPAL SCHOOLS,3500150,262,25,9.541984733
NM,BELEN CONSOLIDATED SCHOOLS,3500180,298,0,0
NM,BERNALILLO PUBLIC SCHOOLS,3500210,197,0,0
NM,BLOOMFIELD SCHOOLS,3500240,221,109,49.32126697
NM,CAPITAN MUNICIPAL SCHOOLS,3500270,43,0,0
NM,CARLSBAD MUNICIPAL SCHOOLS,3500300,521,63,12.09213052
NM,CARRIZOZO MUNICIPAL SCHOOLS,3500330,12,0,0
NM,CENTRAL CONSOLIDATED SCHOOLS,3500390,468,143,30.55555556
NM,CHAMA VALLEY INDEP. SCHOOLS,3500420,31,0,0
NM,CIMARRON MUNICIPAL SCHOOLS,3500480,30,0,0
NM,CLAYTON MUNICIPAL SCHOOLS,3500510,32,0,0
NM,CLOUDCROFT MUNICIPAL SCHOOLS,3500540,38,12,31.57894737
NM,CLOVIS MUNICIPAL SCHOOLS,3500570,589,4,0.679117148
NM,CORONA MUNICIPAL SCHOOLS,3500630,5,0,0
NM,CUBA INDEPENDENT SCHOOLS,3500660,43,12,27.90697674
NM,DEMING PUBLIC SCHOOLS,3500690,436,108,24.7706422
NM,DES MOINES MUNICIPAL SCHOOLS,3500720,11,0,0
NM,DEXTER CONSOLIDATED SCHOOLS,3500750,74,4,5.405405405
NM,DORA MUNICIPAL SCHOOLS,3500790,23,14,60.86956522
NM,DULCE INDEPENDENT SCHOOLS,3500810,49,0,0
NM,ELIDA MUNICIPAL SCHOOLS,3500840,9,0,0
NM,ESPANOLA PUBLIC SCHOOLS,3500900,291,48,16.49484536
NM,ESTANCIA MUNICIPAL SCHOOLS,3500930,47,0,0
NM,EUNICE PUBLIC SCHOOLS,3500960,46,9,19.56521739
NM,FARMINGTON MUNICIPAL SCHOOLS,3500990,906,168,18.54304636
NM,FLOYD MUNICIPAL SCHOOLS,3501020,15,0,0
NM,FORT SUMNER MUNICIPAL SCHOOLS,3501050,24,0,0
NM,GADSDEN INDEPENDENT SCHOOLS,3501080,1036,107,10.32818533
NM,GALLUP-MCKINLEY CTY SCHOOLS,3501110,850,141,16.58823529
NM,GRADY MUNICIPAL SCHOOLS,3501140,6,6,100
NM,GRANTS-CIBOLA COUNTY SCHOOLS,3501170,258,0,0
NM,HAGERMAN MUNICIPAL SCHOOLS,3501200,45,0,0
NM,HATCH VALLEY PUBLIC SCHOOLS,3501230,94,30,31.91489362
NM,HOBBS MUNICIPAL SCHOOLS,3501260,679,179,26.3622975
NM,HONDO VALLEY PUBLIC SCHOOLS,3501290,10,0,0
NM,JAL PUBLIC SCHOOLS,3501350,27,0,0
NM,JEMEZ MOUNTAIN PUBLIC SCHOOLS,3501380,26,0,0
NM,JEMEZ VALLEY PUBLIC SCHOOLS,3501410,44,0,0
NM,LAS CRUCES PUBLIC SCHOOLS,3501500,1819,261,14.34854316
NM,LAS VEGAS CITY PUBLIC SCHOOLS,3501530,142,10,7.042253521
NM,WEST LAS VEGAS PUBLIC SCHOOLS,3501560,127,31,24.40944882
NM,LOGAN MUNICIPAL SCHOOLS,3501590,23,15,65.2173913
NM,LORDSBURG MUNICIPAL SCHOOLS,3501620,36,14,38.88888889
NM,LOS ALAMOS PUBLIC SCHOOLS,3501650,313,138,44.08945687
NM,LOS LUNAS PUBLIC SCHOOLS,3501680,596,150,25.16778523
NM,LOVING MUNICIPAL SCHOOLS,3501710,50,0,0
NM,LOVINGTON MUNICIPAL SCHOOLS,3501740,260,69,26.53846154
NM,MAGDALENA MUNICIPAL SCHOOLS,3501770,36,20,55.55555556
NM,MAXWELL MUNICIPAL SCHOOLS,3501800,8,0,0
NM,MORA INDEPENDENT SCHOOLS,3501860,29,0,0
NM,MORIARTY-EDGEWQOD SCHOOL DISTRICT,3501890,210,50,23.80952381
NM,MOUNTAINAIR PUBLIC SCHOOLS,3501950,14,0,0
NM,MESA VISTA CONSOLIDATED SCHOOLS,3501980,32,0,0
NM,PECOS INDEPENDENT SCHOOLS,3502010,34,13,38.23529412
NM,PENASCO INDEPENDENT SCHOOLS,3502040,28,0,0
NM,POJOAQUE VALLEY PUBLIC SCHOOLS,3502070,156,48,30.76923077
NM,PORTALES MUNICIPAL SCHOOLS,3502100,214,40,18.69158879
NM,QUEMADO INDEPENDENT SCHOOLS,3502130,6,0,0
NM,ROOTS & WINGS COMMUNITY,3502160,45,17,37.77777778
NM,RATON PUBLIC SCHOOLS,3502190,78,0,0
NM,RESERVE PUBLIC SCHOOLS,3502220,14,0,0
NM,ROSWELL INDEPENDENT SCHOOLS,3502250,720,82,11.38888889
NM,ROY MUNICIPAL SCHOOLS,3502280,1,0,0
NM,RUIDOSO MUNICIPAL SCHOOLS,3502310,146,140,95.89041096
NM,SAN JON MUNICIPAL SCHOOLS,3502340,12,0,0
NM,SANTA FE PUBLIC SCHOOLS,3502370,836,67,8.014354067
NM,SANTA ROSA CONSOLIDATED SCHOOLS,3502400,54,0,0
NM,SILVER CONSOLIDATED SCHOOLS,3502430,209,31,14.83253589
NM,SOCORRO CONSOLIDATED SCHOOLS,3502460,122,15,12.29508197
NM,SPRINGER MUNICIPAL SCHOOLS,3502490,12,0,0
NM,TAOS MUNICIPAL SCHOOLS,3502520,200,47,23.5
